Device,Ipaddress,Ping,SNMP,Version,Community,Location,Contact,ObjectID,Description,SSHConnection,TelnetConnection,Granite,Model,Serial,Image,SDM
SNMPv3-Test,10.100.98.4,on,on,2,W4151ngham,NULL,NULL,CISCO-PRODUCTS-MIB.catalyst37xxStack,"Cisco IOS Software, C3750 Software (C3750-IPSERVICESK9-M), Version 12.2(55)SE5, RELEASE SOFTWARE (fc1) Technical Support: http://www.cisco.com/techsupport Copyright (c) 1986-2012 by Cisco Systems, Inc. Compiled Thu 09-Feb-12 18:59 by prod_rel_team",TRUE,FALSE,FALSE,WS-C3750-48TS-E,"CAT0809Y18F",c3750-ipservicesk9-mz.122-55.SE5.bin,desktop routing
